D_R,uf,nquest,versao,pf1,pf2a,pf2b,pf2c,pf2d,idade1,idade,sexo,p41aa,p41ba,p41ab,p41bb,p41ac,p41bc,p41ad,p41bd,p41ae,p41be,p41af,p41bf,p41ag,p41bg,p41ah,p41bh,p41ai,p41bi,p41aj,p41bj,p41ak,p41bk,p41al,p41bl,p41am,p41bm,p41an,p41bn,p41ao,p41bo,p41ap,p41bp,p42a,p42b,p42c,p42d,p42e,p42f,p42g,p42h,p42i,p42j,p42k,p42l,p42m,p42n,p42o,p42p,p43a,p43b,p43c,p43d,p43f,p43g,p43h,p43i,p43j,p43k,p43l,p43m,p43n,p43o,p43p,p44,p45a,p45b,p45c,p45d,p45e,p45f,p45g,p45h,p45i,p45j,p45k,p45l,p45m,p45n,p45o,p45p,p45q,cor,pea,carro,empreg,maqlav,dvd,banhe,gelad,freezer,comput,lavlou,microon,motocic,secadora,agua,rua,escolac,escola,renda,rendaf,cidade,ponto,pesq,ciente,errol,regiao_ori,metrop_ori,meso,porte_ori,peso,RCLASSE2,INV1p45a_ok,INV1p45b_ok,INV1p45c_ok,INV1p45d,INV1p45e,INV1p45f,INV1p45g,INV1p45h,INV1p45i,INV1p45j_ok,INV1p45k_ok,INV1p45l,INV1p45m,INV1p45n,INV1p45o_ok,INV1p45p,INV1p45q,IndiceADVD,IndiceADVND,Indice_medoviolencia,GrupoMedoViolencia,INVp43a,INVp43b,INVp43c,INVp43d,INVp43f,INVp43g,INVp43h,INVp43i,INVp43j,INVp43k,INVp43l,INVp43m,INVp43n,INVp43o,INVp43p,Indice_violencia,Comput_EscalaF_6itens,Comput_EscalaF_6itens_ponderado,Comput_EscalaF_6itens_ponderado_7,Indice_EscalaF17itens_1a7
,MT,44201652,17,1,2,2,2,2,70,5,1,1,1,1,1,1,1,2,,2,,2,,2,,2,,1,1,1,1,1,1,1,1,2,,1,1,1,1,1,1,10,10,10,0,0,0,0,0,5,10,10,10,0,10,10,0,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,12,1,96,1,1,2,1,1,1,96,1,96,1,1,1,2,2,3,3,3514,1,8866,1,0,4,3,5,2,"0,96502368",3,"6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","4,00","6,00","1,00","6,00","0,63",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","1,00","0,00","0,13","6,00","1,00","7,00","7,00"
,SP,44201722,17,1,2,2,2,2,62,5,2,1,2,1,2,1,2,2,,1,2,2,,2,,2,,2,,1,2,2,,2,,1,2,1,1,2,,1,2,10,10,10,0,10,10,10,10,10,10,10,10,3,10,0,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,6,1,12,96,96,1,96,2,1,1,1,96,1,96,96,1,1,2,2,1,2,122,247,77,1,0,1,2,15,3,"1,64843469",4,"6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","1,00","1,00","6,00","0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","6,00","1,00","7,00","7,00"
,BA,44202171,17,1,2,2,2,2,67,5,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,2,1,96,96,1,1,1,1,2,1,96,1,96,96,1,1,2,2,1,1,1888,1,9234,1,0,3,3,5,1,"1,12150448",4,"6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","1,00","1,00","6,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","6,00","1,00","7,00","7,00"
,MG,44217840,17,1,2,2,2,2,51,4,2,2,,2,,1,1,2,,2,,2,,2,,1,1,1,1,2,,1,1,2,,2,,2,,2,,2,,10,10,10,10,0,0,0,0,0,0,10,10,0,0,0,10,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,2,7,1,96,1,1,1,1,96,1,1,1,1,96,1,1,2,2,1,3,759,7,10025,1,0,1,3,12,3,"0,97788779",4,"6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","6,00","1,00","6,00","0,25","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","1,00","0,13","6,00","1,00","7,00","7,00"
,RN,44240714,17,1,2,2,2,2,41,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,0,1,1,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,3,1,1,1,3,1,1,1,6,6,1,1,6,3,10,96,96,96,1,1,1,96,96,96,1,96,96,1,2,2,2,1,1,4501,6,9218,1,0,3,3,1,2,"1,40013747",6,"6,00","6,00","6,00","6,00","4,00","6,00","6,00","6,00","4,00","6,00","6,00","6,00","1,00","1,00","6,00","6,00","1,00","1,00","6,00","1,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,07","6,00","1,00","7,00","7,00"
,MA,44241149,17,1,2,2,2,2,57,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,11,96,96,96,1,1,1,1,96,96,96,96,96,1,1,1,2,1,1,3928,11,9203,1,0,3,3,4,2,"1,33962877",6,"6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","1,00","6,00","1,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","6,00","1,00","7,00","7,00"
,GO,44242057,17,1,2,2,2,2,41,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,9,8,4,9,10,10,8,8,7,9,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4,1,1,1,5,1,1,1,6,2,1,3,1,3,4,1,96,1,1,1,1,2,96,96,96,96,96,1,1,3,2,1,1,"2899,3025",5,8835,1,0,4,3,5,1,"1,42044197",4,"6,00","6,00","6,00","6,00","3,00","6,00","6,00","6,00","2,00","6,00","6,00","6,00","1,00","5,00","6,00","4,00","6,00","1,00","6,00","1,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","6,00","1,00","7,00","7,00"
,PE,44242455,17,1,2,2,2,2,45,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,6,6,1,1,1,1,1,1,1,6,1,1,1,6,2,10,96,96,96,1,1,1,96,96,96,1,1,96,1,1,5,2,1,1,1921,2,9607,1,0,3,3,4,1,"1,33962877",5,"6,00","6,00","6,00","1,00","1,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","1,00","1,00","6,00","0,94","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","6,00","1,00","7,00","7,00"
,PE,44246015,17,1,2,2,2,2,28,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,3,1,1,1,1,1,1,1,6,1,1,1,1,3,10,96,96,96,1,1,1,96,96,96,96,96,96,1,1,2,2,1,1,2010,6,4255,1,0,3,3,3,2,"0,75326453",6,"6,00","6,00","6,00","6,00","4,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","6,00","1,00","6,00","1,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","6,00","1,00","7,00","7,00"
,SP,44246987,17,1,2,2,2,2,38,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,10,10,10,9,9,9,10,9,10,10,9,9,9,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,96,1,1,2,1,1,96,96,1,96,96,1,1,2,2,1,2,"499,6352",1,14118,1,0,1,3,1,1,"0,88528070",4,"6,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","6,00","1,00","6,00","1,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","6,00","1,00","7,00","7,00"
,SP,44251908,17,1,2,2,2,2,33,2,1,1,1,1,1,1,1,2,,1,1,2,,2,,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,0,0,0,0,10,0,0,0,5,0,0,0,3,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,1,1,1,-2,1,1,1,1,1,1,6,1,1,1,1,3,1,96,96,96,1,1,1,96,96,96,96,96,96,1,1,2,2,1,1,316,6,2250,1,0,1,3,3,2,"0,75067385",6,"6,00","6,00","6,00","6,00","6,00",,"6,00","6,00","6,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","6,00","1,00","6,00","0,38","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","6,00","1,00","7,00","7,00"
,PE,44255847,17,1,2,2,2,2,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,3,7,96,96,96,1,1,1,96,96,96,96,96,96,1,1,2,2,1,1,2010,7,4255,1,0,3,3,3,2,"0,74938501",6,"6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","1,00","1,00","6,00","0,94","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","6,00","1,00","7,00","7,00"
,SP,44282279,17,1,2,2,2,2,63,5,1,1,2,2,,1,2,2,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,1,2,2,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,1,6,2,1,1,6,1,1,1,1,6,1,1,-2,1,1,7,1,96,1,1,2,4,3,1,96,1,1,96,1,1,2,2,1,4,"499,6267",1,4987,1,0,1,3,7,1,"1,24289244",3,"6,00","6,00","6,00","1,00","5,00","6,00","6,00","1,00","6,00","6,00","6,00","6,00","1,00","6,00","6,00",,"6,00","1,00","6,00","0,25","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","6,00","1,00","7,00","7,00"
,RJ,44287582,17,1,2,2,2,2,24,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,8,10,10,10,10,9,10,10,10,10,10,10,10,10,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,6,1,1,3,3,1,1,1,6,1,1,1,2,2,11,1,96,1,1,1,1,1,1,96,1,96,96,1,2,5,2,1,1,579,3,9729,1,0,1,2,6,2,"1,15346431",4,"6,00","6,00","6,00","6,00","1,00","6,00","6,00","4,00","4,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","5,00","1,00","6,00","1,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","6,00","1,00","7,00","7,00"
,RJ,44295733,17,1,2,2,2,2,32,2,2,1,1,1,1,1,1,1,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,0,0,0,0,0,0,10,0,0,0,10,0,10,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,10,96,96,1,1,1,1,1,96,96,96,96,96,1,1,2,2,1,1,502,71,9288,1,0,1,2,6,3,"0,75548354",5,"6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","3,00","6,00","6,00","6,00","6,00","1,00","6,00","0,94","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","6,00","1,00","7,00","7,00"
,SP,44328495,17,1,2,2,2,2,60,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,5,10,10,5,10,10,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,96,96,96,96,1,1,96,96,96,1,96,96,1,1,2,2,1,1,118,180,77,1,0,1,2,15,2,"1,20296630",6,"6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","1,00","6,00","1,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","1,00","0,00","0,13","6,00","1,00","7,00","7,00"
,SP,44331668,17,1,2,2,2,2,76,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,1,1,1,1,2,,2,,1,1,2,,1,99,2,,10,0,0,0,8,8,0,0,0,8,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,99,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,12,96,96,1,96,1,1,1,1,1,1,96,96,1,1,5,2,1,97,118,180,77,1,0,1,2,15,2,"1,42864341",4,"6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","1,00","1,00","6,00","0,69",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","6,00","1,00","7,00","7,00"
,SP,44254446,17,1,2,2,2,2,17,1,2,1,1,1,1,96,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,0,996,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,996,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,10,96,96,96,1,1,1,96,96,96,96,1,96,1,1,4,3,1,3,"499,6267",2,4987,1,0,1,3,7,1,"1,11229767",6,"6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","2,00","1,00","6,00","0,94","1,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","6,00","1,00","7,00","7,00"
,RJ,44256514,17,1,2,2,2,2,53,4,2,1,1,1,1,96,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,996,10,10,10,10,10,10,10,10,10,10,5,5,10,1,1,996,2,2,2,2,2,2,2,2,1,2,1,1,4,1,1,1,6,5,1,1,1,6,1,1,1,6,1,1,1,6,2,10,96,96,1,1,1,1,96,96,96,96,96,96,2,1,3,3,1,1,577,3,1491,1,0,1,3,4,1,"0,97788779",6,"6,00","6,00","6,00","1,00","2,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","1,00","1,00","6,00","0,94","1,00","1,00","1,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","1,00","1,00","0,36","6,00","1,00","7,00","7,00"
,MA,44256817,17,1,2,2,2,2,27,2,2,1,1,1,1,96,,1,2,1,1,1,1,1,1,1,1,1,2,2,,2,,1,2,1,1,1,1,1,1,2,,0,3,996,10,0,0,0,5,0,7,0,0,2,0,10,10,2,2,996,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,6,2,1,1,1,1,1,1,1,6,1,1,1,6,1,10,96,96,1,1,1,1,96,96,96,96,96,96,1,1,2,3,1,1,4072,6,9258,1,0,3,3,2,1,"0,75326453",6,"6,00","6,00","6,00","1,00","5,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","1,00","1,00","6,00","0,75",,"0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","6,00","1,00","7,00","7,00"
,SC,44258984,17,1,2,2,2,2,28,2,2,1,1,2,,96,,1,2,2,,2,,2,,2,,1,1,1,2,2,,2,,2,,1,2,1,1,2,,0,0,996,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,996,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,2,1,1,1,6,1,1,1,1,1,1,96,96,1,1,1,1,1,96,96,1,1,96,1,1,3,3,1,2,3198,3,9554,1,0,2,3,1,1,"0,87324393",5,"6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","5,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","6,00","1,00","6,00","0,38","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","6,00","1,00","7,00","7,00"
,SP,44197722,17,1,2,2,2,2,62,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,8,10,10,10,5,10,5,5,5,5,5,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,-2,1,1,1,1,1,1,1,-2,1,1,-2,6,1,1,1,96,1,1,3,1,1,3,96,1,96,96,1,1,3,3,3,4,100,247,77,1,0,1,1,15,3,"1,18988071",2,"6,00","6,00","6,00","6,00",,"6,00","6,00","6,00","6,00","6,00","6,00","6,00",,"6,00","6,00",,"1,00","1,00","6,00","0,94","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,07","6,00","1,00","7,00","7,00"
,PR,44245214,17,1,2,2,2,2,60,5,2,1,2,1,1,1,1,1,1,2,,2,,1,1,1,1,1,1,1,1,2,,2,,1,1,1,1,1,2,1,1,9,9,9,4,8,9,6,6,7,8,0,0,10,9,10,10,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,6,1,12,2,96,1,3,2,1,1,1,96,1,1,96,1,1,3,3,3,5,1300,640,9479,1,0,2,1,10,3,"1,48157239",3,"6,00","6,00","6,00","6,00","5,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","4,00","6,00","6,00","1,00","1,00","6,00","0,75",,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00","0,00","0,00","1,00","0,00","0,00","1,00","0,33","6,00","1,00","7,00","7,00"
,RS,44259107,17,1,2,2,2,2,52,4,2,1,1,1,1,1,1,1,2,2,,2,,2,,1,1,1,1,1,1,2,,2,,1,1,1,1,2,,2,,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,3,3,1,96,1,1,1,1,1,1,96,1,96,1,1,1,3,3,99,99,"1299,6579",1,9612,1,0,2,3,1,1,"1,05139716",4,"6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","6,00","1,00","6,00","0,56",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","6,00","1,00","7,00","7,00"
,CE,44297865,17,1,2,2,2,2,34,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,3,3,1,1,1,1,1,1,1,6,6,1,1,6,1,11,96,96,96,1,1,1,96,96,96,1,1,96,2,1,1,3,1,1,2262,4,8672,1,0,3,3,2,1,"0,75326453",6,"6,00","6,00","6,00","4,00","4,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","1,00","1,00","6,00","6,00","1,00","1,00","6,00","0,94","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","6,00","1,00","7,00","7,00"
,PA,44218042,17,1,2,2,2,2,32,2,1,1,1,1,1,96,,1,1,1,2,2,,1,2,1,1,1,1,1,1,2,,2,,2,,1,1,1,1,2,,0,0,996,0,0,0,0,0,2,5,0,0,0,0,0,10,2,2,996,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,1,3,3,3,96,96,1,1,1,1,96,96,96,96,96,96,2,2,4,4,1,1,2340,2,3388,1,0,5,3,5,1,"0,76483517",6,"6,00","6,00","6,00","4,00","6,00","6,00","6,00","6,00","4,00","6,00","6,00","6,00","6,00","4,00","6,00","6,00","4,00","1,00","6,00","0,63",,"0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","6,00","1,00","7,00","7,00"
,RN,44238999,17,1,2,2,2,2,31,2,1,1,1,2,,96,,1,1,2,,2,,2,,2,,1,1,1,2,1,1,1,1,2,,1,2,2,,2,,1,1,996,0,1,0,0,0,0,0,1,0,1,0,0,0,2,2,996,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,3,7,96,96,1,1,1,1,96,96,96,96,96,96,1,1,1,4,1,2,4501,6,9218,1,0,3,3,1,2,"0,85208099",6,"6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","1,00","1,00","6,00","0,44","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","6,00","1,00","7,00","7,00"
,SE,44241526,17,1,2,2,2,2,26,2,1,1,1,1,1,96,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,,10,10,996,10,10,10,10,10,10,10,1,10,10,10,10,0,2,2,996,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,6,1,6,1,1,1,1,1,1,6,1,1,1,1,3,1,96,96,96,96,1,1,1,1,96,1,96,96,1,1,1,4,1,1,4300,93,9399,1,0,3,1,3,3,"0,84740220",5,"6,00","6,00","6,00","1,00","6,00","1,00","6,00","6,00","6,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","6,00","1,00","6,00","0,88",,"0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","1,00","0,14","6,00","1,00","7,00","7,00"
,RN,44253409,17,1,2,2,2,2,16,1,1,1,1,1,1,96,,1,2,1,1,1,1,1,1,1,1,2,,1,1,2,,2,,1,2,1,2,2,,2,,0,0,996,2,0,0,0,0,1,0,0,1,4,0,0,0,2,2,996,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,3,7,96,96,96,3,1,1,2,1,96,1,1,1,1,1,4,4,1,1,4501,5,9218,1,0,3,3,1,2,"0,74938501",3,"6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","6,00","1,00","6,00","0,63",,"0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","6,00","1,00","7,00","7,00"
,RS,44253615,17,1,2,2,2,2,28,2,1,2,,2,,96,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,0,0,996,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,996,2,2,2,2,2,2,2,2,2,2,2,1,99,1,1,1,6,6,1,1,1,6,1,1,1,6,1,1,1,6,3,16,96,96,1,96,1,1,96,96,96,1,96,96,1,2,4,4,99,99,"1299,6579",1,9612,1,0,2,3,1,1,"0,80658782",6,"6,00","6,00","6,00","1,00","1,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","1,00","1,00","6,00","0,06","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","6,00","1,00","7,00","7,00"
,PE,44257204,17,1,2,2,2,2,21,1,1,1,1,1,1,96,,1,1,1,1,2,,2,,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,,5,0,996,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,996,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,3,1,2,1,1,1,6,1,1,2,6,1,7,96,96,1,1,1,1,96,1,96,1,96,96,1,1,1,4,1,1,1923,8,2327,1,0,3,3,1,1,"0,74938501",5,"6,00","6,00","6,00","6,00","5,00","5,00","4,00","6,00","5,00","6,00","6,00","6,00","1,00","6,00","6,00","5,00","1,00","1,00","6,00","0,75",,"0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","6,00","1,00","7,00","7,00"
